# spec: probe-log-2.9.29.27278.md
# sha256: 61ebfd3132178c831468edcc64fd75a1158e1e8dc405e5eff7e13f617bb61323
# generated: 2026-09-03 (re-stamped after rename; rows from the 2026-09-02 review)
subject	kind	status	claim	section	anchor
breakpoint site	dependency		Two open-sea points on MarianaIslands read height 0 m, 0 breakpoints per 2 km and no road snap (nil).	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	| MarianaIslands | open sea, two points | — | 0 | 0 | nil |
terrain.getclosestpointonroads	dependency		getClosestPointOnRoads returns nil on Marianas where no road is reachable (Pagan, open sea), while on Afghanistan it returned snaps up to 827 km away.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`getClosestPointOnRoads` returns nil on Marianas where no road is
breakpoints	dependency		Sharm el-Sheikh (50 breakpoints, road 267 m) and Pagan (190 breakpoints, no road) are each caught by one of the two rules and not the other.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Pagan (190 breakpoints, no road) are each caught by one of the two
scenery catalogue	dependency	UNVERIFIED	The type of concrete_wall_01 was not measured; it was not re-found on the 9 km² lattice.	Not measured	`concrete_wall_01` (not re-found on the 9 km² lattice). Marianas WWII
fill triple	dependency	UNVERIFIED	Marianas WWII was not lattice-tested; it shares Marianas' projection and bounds class.	Not measured	was not lattice-tested (it shares Marianas' projection and bounds
crash record	dependency		The first DCS process closed with "login expired" while a server-state world.searchObjects + land.isVisible request was in flight.	Crash record	The first DCS process of the session closed with "login expired" while a
crash record	dependency		DCS relaunched itself with --restarted and crashed at 16:49:11, 0.1 s after DcsApiEval registered its callbacks, at the main menu.	Crash record	flight. DCS relaunched itself with `--restarted`; at 16:49:11, 0.1 s after
crash record	dependency		The crash was ACCESS_VIOLATION in Terrain.dll createGlobalLand under Scripting::regLuaGroup under lua_pcall.	Crash record	process crashed: `ACCESS_VIOLATION` in `Terrain.dll createGlobalLand` under
crash record	dependency		The stale request was executed by the new process with no terrain loaded.	Crash record	The stale request was executed by
server state call rule	constraint		server-state land and world calls run only in phase sim.	Crash record	the new process with no terrain loaded. Rule: `server`-state `land`/`world`
transport directory	constraint		The transport directory is cleared before a restart.	Crash record	calls only in phase `sim`, and clear the transport directory before a restart.
post spacing	dependency		Post spacing on Cold War Germany was measured on 4 km lines sampled at 5 m as the distance between consecutive breakpoints.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Post spacing on Cold War Germany, 4 km lines sampled at 5 m, distance
post spacing	dependency		Berlin: 262 breakpoints, gap min 5, median 5, max 325 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	between consecutive breakpoints: Berlin n=262, min 5, median 5, max
post spacing	dependency		Fulda: 283 breakpoints, gap min 5, median 5, max 345 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Fulda 283 / 5 / 5 / 345
post spacing	dependency		Harz hills: 281 breakpoints, gap min 5, median 5, max 245 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Harz hills 281 / 5 / 5 / 245
post spacing	dependency		Leipzig: 410 breakpoints, gap min 5, median 5, max 105 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	410 / 5 / 5 / 105; Amsterdam 5 breakpoints, max gap 800 m; Prague 5,
post spacing	dependency		Amsterdam: 5 breakpoints, max gap 800 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	Amsterdam 5 breakpoints, max gap 800 m
post spacing	dependency		Prague: 5 breakpoints, max gap 1 085 m.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	max gap 1 085 m; northern Jutland and eastern Poland no breakpoints.
post spacing	dependency		Northern Jutland and eastern Poland: no breakpoints.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	northern Jutland and eastern Poland no breakpoints
post spacing	dependency		The interior height function has curvature at nearly every 5 m step.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	The interior height function has curvature at nearly every 5 m step.
surface strings	dependency		`GetSurfaceType` strings were sampled over a 4 km lattice of the Cold War Germany bounds rectangle: 40 000 points in 4.0 s.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	bounds rectangle (40 000 points, 4.0 s): `land` 30 815, `sea` 8 914,
surface strings	dependency		Cold War Germany lattice: `land` 30 815 points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`land` 30 815
surface strings	dependency		Cold War Germany lattice: `sea` 8 914 points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`sea` 8 914
surface strings	dependency		Cold War Germany lattice: `lake` 252 points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`lake` 252, `river` 19; no other string.
surface strings	dependency		Cold War Germany lattice: `river` 19 points.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`river` 19; no other string.
surface strings	dependency		No `GetSurfaceType` string other than `land`, `sea`, `lake` and `river` was seen on the Cold War Germany lattice.	Plan measurement V0: fill and hull on the land-fill theatres, 2026-09-02	`river` 19; no other string.
